Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,begin editing
finish pre-check,finish pre-check
>>,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,calculate
finish editing,finish editing
>>,invis
>>,invis
create,create
>>,invis
>>,invis
begin editing,begin editing
>>,invis
>>,calculate
>>,invis
>>,invis
>>,invis
begin editing,begin editing
finish pre-check,finish pre-check
>>,calculate
finish editing,finish editing
>>,invis
>>,invis
create,create
>>,invis
>>,invis
begin editing,begin editing
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
begin editing,begin editing
>>,invis
insert document,>>
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,calculate
save,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
save,>>
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
begin editing,begin editing
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
begin editing,begin editing
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
save,>>
save,>>
save,>>
save,>>
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
>>,invis
>>,invis
calculate,calculate
>>,invis
>>,invis
>>,invis
>>,invis
calculate,calculate
finish editing,finish editing
>>,invis
