Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
calculate,>>
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
insert document,>>
save,save
>>,invis
calculate,>>
finish editing,>>
restart editing,>>
calculate,>>
calculate,>>
calculate,calculate
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
