Log,Model
initialize,initialize
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,>>
save,>>
calculate,>>
finish editing,>>
restart editing,restart editing
>>,invis
>>,invis
>>,invis
save,>>
finish editing,>>
restart editing,restart editing
>>,invis
calculate,>>
calculate,>>
finish pre-check,finish pre-check
>>,invis
finish editing,>>
restart editing,restart editing
insert document,insert document
>>,invis
>>,invis
>>,invis
>>,begin editing
>>,create
>>,invis
save,save
calculate,calculate
>>,invis
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
