Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,create
>>,invis
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
finish editing,finish editing
>>,invis
save,save
finish editing,>>
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
>>,invis
>>,invis
calculate,>>
finish editing,>>
