Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
create,create
>>,invis
calculate,>>
finish editing,>>
save,save
calculate,calculate
>>,invis
save,save
>>,invis
finish editing,>>
save,save
>>,invis
finish editing,>>
save,save
>>,invis
finish editing,>>
begin editing,>>
insert document,>>
save,save
finish editing,finish editing
>>,invis
save,save
>>,invis
save,save
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
