Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,create
calculate,>>
calculate,calculate
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
finish editing,>>
begin editing,begin editing
>>,invis
save,save
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
finish editing,>>
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
