Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
finish editing,>>
begin editing,begin editing
>>,invis
save,save
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
finish editing,>>
save,save
>>,invis
finish editing,>>
finish editing,>>
save,save
calculate,calculate
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
