Log,Model
initialize,initialize
>>,invis
>>,restart editing
begin editing,>>
create,>>
create,>>
create,>>
calculate,>>
finish editing,>>
begin editing,>>
insert document,insert document
>>,invis
>>,invis
>>,invis
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
calculate,>>
finish editing,>>
clear,>>
begin editing,>>
create,create
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
save,save
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
>>,invis
calculate,>>
finish editing,>>
