Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,create
>>,invis
begin editing,>>
save,save
calculate,calculate
>>,invis
finish editing,>>
begin editing,>>
finish editing,>>
begin editing,>>
insert document,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
finish editing,>>
begin editing,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
finish editing,>>
finish editing,finish editing
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
