Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,create
begin editing,begin editing
>>,invis
save,save
calculate,calculate
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
finish editing,>>
begin editing,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
restart editing,>>
save,save
>>,invis
insert document,>>
save,save
finish editing,finish editing
>>,invis
>>,invis
>>,invis
