Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,create
calculate,>>
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
insert document,>>
save,save
finish editing,>>
begin editing,begin editing
finish editing,finish editing
>>,invis
>>,invis
>>,invis
