Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,create
begin editing,begin editing
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
calculate,>>
finish editing,>>
finish editing,>>
finish editing,finish editing
>>,invis
save,save
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
