Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
create,create
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
calculate,>>
calculate,>>
insert document,>>
save,save
calculate,>>
calculate,calculate
>>,invis
save,save
>>,invis
calculate,>>
calculate,>>
save,save
>>,invis
calculate,>>
calculate,>>
calculate,>>
calculate,>>
calculate,>>
calculate,>>
save,save
>>,invis
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
