Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
>>,invis
save,save
calculate,calculate
finish editing,>>
begin editing,begin editing
>>,invis
save,save
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
finish editing,>>
finish editing,>>
finish editing,>>
finish editing,>>
finish editing,>>
save,save
>>,invis
finish editing,>>
finish editing,>>
finish editing,>>
finish editing,>>
finish editing,>>
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
