Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
create,>>
create,create
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
insert document,>>
save,save
calculate,calculate
>>,invis
finish editing,>>
restart editing,>>
save,save
finish editing,finish editing
>>,invis
>>,invis
>>,invis
