Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,>>
begin editing,>>
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
save,save
>>,invis
>>,invis
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
calculate,>>
finish editing,>>
