Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
create,create
>>,invis
calculate,>>
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
calculate,>>
finish editing,>>
begin editing,>>
finish editing,>>
begin editing,>>
finish editing,>>
clear,>>
create,>>
insert document,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
save,save
calculate,calculate
>>,invis
finish editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
calculate,>>
finish editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
save,save
>>,invis
>>,invis
>>,invis
calculate,>>
finish editing,>>
