Log,Model
initialize,initialize
>>,invis
begin editing,>>
create,>>
calculate,>>
finish editing,>>
restart editing,restart editing
>>,invis
>>,invis
>>,invis
restart editing,restart editing
>>,invis
finish pre-check,finish pre-check
>>,invis
finish editing,>>
restart editing,restart editing
>>,invis
>>,invis
>>,invis
restart editing,restart editing
insert document,insert document
save,>>
calculate,>>
finish pre-check,finish pre-check
>>,invis
finish editing,>>
restart editing,restart editing
>>,invis
>>,invis
>>,invis
>>,invis
>>,begin editing
>>,create
>>,invis
save,save
calculate,calculate
>>,invis
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
