Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,create
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
finish editing,>>
begin editing,>>
save,save
calculate,calculate
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
insert document,>>
save,save
finish editing,finish editing
>>,invis
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
