Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
calculate,>>
finish editing,>>
begin editing,>>
calculate,calculate
>>,invis
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
finish editing,>>
begin editing,>>
calculate,>>
clear,>>
create,create
>>,invis
finish editing,>>
insert document,>>
save,save
>>,invis
finish editing,>>
save,save
>>,invis
save,save
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
save,save
>>,invis
finish editing,>>
restart editing,>>
save,save
finish editing,finish editing
>>,invis
>>,invis
>>,invis
