Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
restart editing,>>
save,save
>>,invis
save,save
>>,invis
finish editing,>>
calculate,>>
finish pre-check,>>
finish editing,>>
finish editing,>>
finish editing,>>
calculate,>>
finish pre-check,>>
finish editing,>>
restart editing,>>
save,save
>>,invis
calculate,>>
finish pre-check,>>
finish editing,>>
restart editing,>>
save,save
calculate,calculate
>>,invis
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
