Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
finish editing,>>
create,>>
begin editing,>>
create,create
>>,invis
calculate,>>
finish editing,>>
begin editing,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
calculate,>>
insert document,>>
save,save
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
save,save
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
finish editing,>>
begin editing,>>
finish editing,>>
begin editing,>>
save,save
calculate,calculate
>>,invis
save,save
>>,invis
>>,invis
>>,invis
finish editing,>>
