Log,Model
initialize,initialize
>>,invis
>>,invis
begin editing,>>
create,>>
create,create
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
calculate,>>
calculate,>>
finish editing,>>
begin editing,>>
calculate,>>
finish editing,>>
begin editing,begin editing
>>,invis
insert document,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
finish editing,>>
restart editing,>>
save,save
calculate,calculate
>>,invis
finish pre-check,>>
finish editing,>>
restart editing,>>
save,save
>>,invis
restart editing,>>
discard,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
