_id,LogPath,ModelPath,Log,Model,Monolithic,Decomposition,RecomposeStrategy,LogCreationStrategy,PreferBorderTransitions,AddConflictOnlyOnce,UseHideAndReduceAbstraction,GlobalDurationThreshold,LocalDurationThreshold,LogMoveCost,ModelMoveCost,RelativeIntervalThreshold,AbsoluteIntervalThreshold,MaxConflictThreshold,AlignmentPercentageThreshold,MaxIterationThreshold,CostIntervalLo,CostIntervalHi,FitnessLo,FitnessHi,Aligned,ToAlign,Rejected,TotalTraces,RecompositionStepsTaken,TotalTimeTaken
0, ../data/synthetic/2018-05-01_small/net1/net1-10-10.xes.gz, ../data/synthetic/2018-05-01_small/net1/net1.apnml, net1-10-10, net1, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 9.046, 9.046, 0.9886547771339704, 0.9886547771339704, 1000, 0, 0, 1000, 7, 69298
1, ../data/synthetic/2018-05-01_small/net1/net1-10-60.xes.gz, ../data/synthetic/2018-05-01_small/net1/net1.apnml, net1-10-60, net1, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 39.948, 39.948, 0.950253415189968, 0.950253415189968, 1000, 0, 0, 1000, 6, 273653
2, ../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz, ../data/synthetic/2018-05-01_small/net1/net1.apnml, net1-60-10, net1, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 59.08, 59.08, 0.9264488017429194, 0.9264488017429194, 1000, 0, 0, 1000, 10, 372873
3, ../data/synthetic/2018-05-01_small/net1/net1-60-60.xes.gz, ../data/synthetic/2018-05-01_small/net1/net1.apnml, net1-60-60, net1, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 254.054, 257.726, 0.6762886856913184, 0.6809008239549839, 966, 0, 34, 1000, 5, 1344331
4, ../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz, ../data/synthetic/2018-05-01_small/net2/net2.apnml, net2-10-10, net2, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 10.412, 10.412, 0.987067123764098, 0.987067123764098, 1000, 0, 0, 1000, 10, 80370
5, ../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz, ../data/synthetic/2018-05-01_small/net2/net2.apnml, net2-10-60, net2, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 42.976, 42.976, 0.9466209586267715, 0.9466209586267715, 1000, 0, 0, 1000, 5, 290610
6, ../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz, ../data/synthetic/2018-05-01_small/net2/net2.apnml, net2-60-10, net2, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 57.276, 57.276, 0.9317980471540843, 0.9317980471540843, 1000, 0, 0, 1000, 12, 339161
7, ../data/synthetic/2018-05-01_small/net2/net2-60-60.xes.gz, ../data/synthetic/2018-05-01_small/net2/net2.apnml, net2-60-60, net2, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 258.12199999999996, 418.7, 0.4972503061886122, 0.6900626786100239, 594, 75, 331, 1000, 5, 1254123
8, ../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz, ../data/synthetic/2018-05-01_small/net3/net3.apnml, net3-10-10, net3, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 9.868, 9.868, 0.9878243488346268, 0.9878243488346268, 1000, 0, 0, 1000, 9, 107223
9, ../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz, ../data/synthetic/2018-05-01_small/net3/net3.apnml, net3-10-60, net3, false, sese_25, Top five most frequent conflicts set, Strict exclude by conflicts, false, true, true, 900000, 80000, 10, 4, 100, 0, 100, 100, 200, 42.974, 42.974, 0.9487807203642344, 0.9487807203642344, 1000, 0, 0, 1000, 5, 424871
