Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
insert document,insert document
>>,invis
save,save
check,>>
check,>>
finish editing,finish editing
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
save,save
check,>>
check,check
>>,invis
save,save
>>,invis
>>,invis
check,>>
check,>>
check,>>
check,>>
finish editing,finish editing
>>,invis
check,>>
finish editing,finish editing
>>,invis
check,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
save,save
>>,invis
>>,invis
check,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
check,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
>>,invis
check,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
check,>>
finish editing,finish editing
save,save
>>,invis
check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,invis
