Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,invis
>>,[invisible]
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
restart editing,>>
restart editing,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
calculate,>>
finish editing,finish editing
save,save
>>,invis
save,save
>>,invis
>>,invis
>>,invis
>>,invis
