Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
finish editing,finish editing
>>,[invisible]
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
