Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,invis
>>,[invisible]
>>,invis
begin editing,>>
calculate,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
begin editing,>>
calculate,>>
clear,>>
create,>>
finish editing,finish editing
insert document,insert document
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
begin editing,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
