Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
save,save
begin editing,>>
insert document,insert document
>>,invis
save,save
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
finish editing,finish editing
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
insert document,>>
save,save
>>,invis
>>,invis
>>,invis
>>,invis
