Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
create,>>
create,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
calculate,>>
finish editing,finish editing
begin editing,>>
insert document,insert document
>>,invis
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
