Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,invis
>>,[invisible]
>>,invis
>>,invis
begin editing,>>
save,save
finish editing,finish editing
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
calculate,>>
calculate,>>
finish editing,finish editing
>>,invis
save,save
>>,invis
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
save,save
>>,invis
save,save
>>,invis
>>,invis
>>,invis
>>,invis
