Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
insert document,insert document
>>,[invisible]
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
begin editing,>>
save,save
>>,invis
finish editing,finish editing
>>,invis
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
