Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,[invisible]
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
calculate,>>
calculate,>>
calculate,>>
calculate,>>
save,save
>>,invis
calculate,>>
calculate,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
calculate,>>
save,save
>>,invis
calculate,>>
calculate,>>
calculate,>>
calculate,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
insert document,>>
save,save
begin editing,>>
insert document,insert document
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
