Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
>>,invis
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
calculate,>>
finish editing,finish editing
>>,invis
calculate,>>
calculate,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
restart editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,invis
