Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
save,save
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
begin editing,>>
create,>>
save,save
>>,invis
>>,invis
save,save
calculate,>>
insert document,insert document
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,invis
