Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
create,>>
calculate,>>
calculate,>>
calculate,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
insert document,insert document
save,save
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
finish editing,finish editing
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
calculate,>>
finish pre-check,>>
restart editing,>>
save,save
>>,invis
finish pre-check,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
