Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
create,>>
save,save
>>,invis
calculate,>>
save,save
calculate,>>
calculate,>>
finish editing,finish editing
begin editing,>>
insert document,insert document
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
