Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
save,save
calculate,>>
finish editing,finish editing
begin editing,>>
insert document,insert document
>>,invis
>>,invis
calculate,>>
calculate,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
restart editing,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
