Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,[invisible]
>>,invis
>>,invis
>>,invis
restart editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
