Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
clear,>>
begin editing,>>
create,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
calculate,>>
finish editing,finish editing
insert document,insert document
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
calculate,>>
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
