Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
>>,invis
create,>>
create,>>
create,>>
calculate,>>
calculate,>>
calculate,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
save,save
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
