Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
finish editing,finish editing
create,>>
begin editing,>>
insert document,insert document
>>,[invisible]
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
>>,invis
restart editing,>>
save,save
>>,invis
save,save
finish editing,finish editing
>>,invis
restart editing,>>
restart editing,>>
save,save
>>,invis
>>,invis
save,save
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,invis
