Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
finish editing,finish editing
>>,invis
create,>>
begin editing,>>
save,save
insert document,insert document
>>,[invisible]
>>,invis
save,save
>>,invis
save,save
>>,invis
calculate,>>
calculate,>>
save,save
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
