Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,[invisible]
>>,invis
>>,invis
finish editing,finish editing
>>,invis
begin editing,>>
finish editing,finish editing
>>,invis
begin editing,>>
finish editing,finish editing
begin editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
restart editing,>>
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
insert document,insert document
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
restart editing,>>
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
