Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,[invisible]
>>,invis
>>,invis
create,>>
begin editing,>>
create,>>
create,>>
calculate,>>
calculate,>>
save,save
>>,invis
calculate,>>
save,save
calculate,>>
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
save,save
finish editing,finish editing
>>,invis
>>,invis
clear,>>
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
