Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
finish editing,finish editing
>>,[invisible]
>>,invis
>>,invis
create,>>
begin editing,>>
save,save
>>,invis
save,save
insert document,insert document
>>,invis
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
create,>>
save,save
>>,invis
insert document,>>
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
