Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
create,>>
create,>>
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,[invisible]
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
restart editing,>>
restart editing,>>
save,save
>>,invis
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
calculate,>>
finish pre-check,>>
finish editing,finish editing
restart editing,>>
insert document,insert document
>>,invis
save,save
>>,invis
save,save
>>,invis
>>,invis
save,save
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
>>,invis
