Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
calculate,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
restart editing,>>
restart editing,>>
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
>>,invis
save,save
finish pre-check,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
>>,invis
restart editing,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
finish editing,finish editing
>>,invis
finish editing,finish editing
insert document,insert document
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
