Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
calculate,>>
finish editing,finish editing
>>,[invisible]
>>,invis
>>,invis
restart editing,>>
restart editing,>>
finish pre-check,>>
finish editing,finish editing
restart editing,>>
restart editing,>>
insert document,insert document
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
