Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
>>,invis
create,>>
create,>>
save,save
>>,invis
calculate,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
finish editing,finish editing
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
