Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
create,>>
create,>>
calculate,>>
finish editing,finish editing
>>,invis
>>,[invisible]
>>,invis
begin editing,>>
finish editing,finish editing
begin editing,>>
insert document,insert document
save,save
>>,invis
finish editing,finish editing
>>,invis
calculate,>>
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
>>,invis
>>,invis
>>,invis
