Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
create,>>
calculate,>>
finish editing,finish editing
insert document,insert document
>>,invis
save,save
>>,invis
>>,invis
calculate,>>
finish editing,finish editing
save,save
>>,invis
>>,invis
finish editing,finish editing
begin editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
restart editing,>>
save,save
>>,invis
save,save
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
insert document,>>
save,save
>>,invis
>>,invis
>>,invis
>>,invis
