Log,Model
initialize,initialize
begin editing,begin editing
>>,invis
>>,invis
>>,[invisible]
>>,invis
create,>>
create,>>
create,>>
create,>>
calculate,>>
calculate,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
>>,invis
begin editing,>>
save,save
calculate,>>
finish editing,finish editing
>>,invis
begin editing,>>
save,save
>>,invis
>>,invis
finish editing,finish editing
clear,>>
begin editing,>>
create,>>
insert document,insert document
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
save,save
>>,invis
calculate,>>
finish editing,finish editing
>>,invis
restart editing,>>
save,save
>>,invis
>>,invis
calculate,>>
calculate,>>
finish pre-check,>>
finish editing,finish editing
>>,invis
>>,invis
>>,invis
